0, 0, Header, 1, 3, 1024
1, 0, Start_track
1, 0, SMPTE_offset, 0, 0, 0, 0, 0
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 0, Tempo, 499999
1, 0, Tempo, 428756
1, 8192, Tempo, 300129
1, 73728, Tempo, 500215
1, 266240, Tempo, 428756
1, 299008, Tempo, 428756
1, 503808, Tempo, 750323
1, 507904, Tempo, 428756
1, 671744, Tempo, 500215
1, 770048, Tempo, 428756
1, 958464, Tempo, 370530
1, 1179648, Tempo, 600258
1, 1396736, Tempo, 400172
1, 1421312, Tempo, 545689
1, 1770326, End_track
2, 0, Start_track
2, 0, Device_name_t, "SmartMusic SoftSynth 1"
2, 0, Title_t, "Acoustic Grand Piano"
2, 0, Program_c, 0, 0
2, 0, Control_c, 0, 7, 101
2, 0, Control_c, 0, 10, 64
2, 0, Control_c, 0, 10, 64
2, 0, Control_c, 0, 7, 127
2, 0, Note_on_c, 0, 76, 110
2, 501, Note_off_c, 0, 76, 0
2, 512, Note_on_c, 0, 76, 110
2, 1013, Note_off_c, 0, 76, 0
2, 1536, Note_on_c, 0, 76, 110
2, 2037, Note_off_c, 0, 76, 0
2, 2560, Note_on_c, 0, 72, 110
2, 3061, Note_off_c, 0, 72, 0
2, 3072, Note_on_c, 0, 76, 110
2, 3925, Note_off_c, 0, 76, 0
2, 4096, Note_on_c, 0, 79, 110
2, 4949, Note_off_c, 0, 79, 0
2, 6144, Note_on_c, 0, 67, 110
2, 6997, Note_off_c, 0, 67, 0
2, 8192, Note_on_c, 0, 67, 110
2, 8693, Note_off_c, 0, 67, 0
2, 8704, Note_on_c, 0, 74, 110
2, 9205, Note_off_c, 0, 74, 0
2, 9216, Note_on_c, 0, 74, 110
2, 9717, Note_off_c, 0, 74, 0
2, 9728, Note_on_c, 0, 69, 110
2, 10229, Note_off_c, 0, 69, 0
2, 10752, Note_on_c, 0, 74, 110
2, 11253, Note_off_c, 0, 74, 0
2, 11264, Note_on_c, 0, 71, 110
2, 13141, Note_off_c, 0, 71, 0
2, 13824, Note_on_c, 0, 74, 110
2, 14325, Note_off_c, 0, 74, 0
2, 14336, Note_on_c, 0, 71, 110
2, 14837, Note_off_c, 0, 71, 0
2, 14848, Note_on_c, 0, 72, 110
2, 15349, Note_off_c, 0, 72, 0
2, 15360, Note_on_c, 0, 74, 110
2, 16213, Note_off_c, 0, 74, 0
2, 16384, Note_on_c, 0, 67, 110
2, 16885, Note_off_c, 0, 67, 0
